"","p","Zc","T","Z"
"3650",9,0.244,0.6,1.191
"3651",9,0.244,0.7,1.079
"3652",9,0.244,0.8,1.004
"3653",9,0.244,0.9,0.953
"3654",9,0.244,0.92,0.945
"3655",9,0.244,0.94,0.938
"3656",9,0.244,0.96,0.931
"3657",9,0.244,0.98,0.926
"3658",9,0.244,1,0.92
"3659",9,0.244,1.01,0.918
"3660",9,0.244,1.02,0.916
"3661",9,0.244,1.03,0.914
"3662",9,0.244,1.04,0.912
"3663",9,0.244,1.05,0.91
"3664",9,0.244,1.06,0.908
"3665",9,0.244,1.07,0.907
"3666",9,0.244,1.08,0.905
"3667",9,0.244,1.09,0.904
"3668",9,0.244,1.1,0.903
"3669",9,0.244,1.12,0.901
"3670",9,0.244,1.14,0.9
"3671",9,0.244,1.16,0.9
"3672",9,0.244,1.18,0.9
"3673",9,0.244,1.2,0.9
"3674",9,0.244,1.3,0.908
"3675",9,0.244,1.4,0.924
"3676",9,0.244,1.5,0.946
"3677",9,0.244,1.6,0.972
"3678",9,0.244,1.7,0.998
"3679",9,0.244,1.8,1.025
"3684",9,0.278,0.8,1.255
"3685",9,0.278,0.9,1.181
"3686",9,0.278,0.92,1.169
"3687",9,0.278,0.94,1.158
"3688",9,0.278,0.96,1.148
"3689",9,0.278,0.98,1.138
"3690",9,0.278,1,1.13
"3691",9,0.278,1.01,1.126
"3692",9,0.278,1.02,1.122
"3693",9,0.278,1.03,1.118
"3694",9,0.278,1.04,1.114
"3695",9,0.278,1.05,1.11
"3696",9,0.278,1.06,1.108
"3697",9,0.278,1.07,1.104
"3698",9,0.278,1.08,1.102
"3699",9,0.278,1.09,1.099
"3700",9,0.278,1.1,1.096
"3701",9,0.278,1.12,1.091
"3702",9,0.278,1.14,1.086
"3703",9,0.278,1.16,1.082
"3704",9,0.278,1.18,1.079
"3705",9,0.278,1.2,1.076
"3706",9,0.278,1.3,1.067
"3707",9,0.278,1.4,1.067
"3708",9,0.278,1.5,1.072
"3738",9,0.316,1.3,1.095
"3739",9,0.316,1.4,1.089
"3740",9,0.316,1.5,1.089
"3741",9,0.316,1.6,1.095
"3742",9,0.316,1.7,1.102
"3743",9,0.316,1.8,1.11
"3744",9,0.316,1.9,1.119
"3745",10,0.244,0.5,1.534
"3746",10,0.244,0.6,1.317
"3747",10,0.244,0.7,1.191
"3748",10,0.244,0.8,1.105
"3749",10,0.244,0.9,1.046
"3750",10,0.244,0.92,1.036
"3751",10,0.244,0.94,1.028
"3752",10,0.244,0.96,1.02
"3753",10,0.244,0.98,1.012
"3754",10,0.244,1,1.006
"3755",10,0.244,1.01,1.003
"3756",10,0.244,1.02,1
"3757",10,0.244,1.03,0.997
"3758",10,0.244,1.04,0.994
"3759",10,0.244,1.05,0.992
"3760",10,0.244,1.06,0.99
"3761",10,0.244,1.07,0.987
"3762",10,0.244,1.08,0.985
"3763",10,0.244,1.09,0.983
"3764",10,0.244,1.1,0.982
"3765",10,0.244,1.12,0.979
"3766",10,0.244,1.14,0.976
"3767",10,0.244,1.16,0.974
"3768",10,0.244,1.18,0.973
"3769",10,0.244,1.2,0.972
"3770",10,0.244,1.3,0.973
"3771",10,0.244,1.4,0.982
"3772",10,0.244,1.5,0.997
"3773",10,0.244,1.6,1.016
"3774",10,0.244,1.7,1.038
"3775",10,0.244,1.8,1.06
"3785",10,0.278,0.98,1.247
"3786",10,0.278,1,1.237
"3787",10,0.278,1.01,1.232
"3788",10,0.278,1.02,1.227
"3789",10,0.278,1.03,1.222
"3790",10,0.278,1.04,1.218
"3791",10,0.278,1.05,1.214
"3792",10,0.278,1.06,1.209
"3793",10,0.278,1.07,1.205
"3794",10,0.278,1.08,1.202
"3795",10,0.278,1.09,1.198
"3796",10,0.278,1.1,1.195
"3797",10,0.278,1.12,1.188
"3798",10,0.278,1.14,1.182
"3799",10,0.278,1.16,1.176
"3800",10,0.278,1.18,1.171
"3801",10,0.278,1.2,1.167
"3802",10,0.278,1.3,1.15
"3803",10,0.278,1.4,1.142
"3804",10,0.278,1.5,1.141
"3834",10,0.316,1.3,1.181
"3835",10,0.316,1.4,1.168
"3836",10,0.316,1.5,1.161
"3837",10,0.316,1.6,1.159
"3838",10,0.316,1.7,1.161
"3839",10,0.316,1.8,1.164
"3840",10,0.316,1.9,1.168
"3842",15,0.244,0.6,1.935
"3843",15,0.244,0.7,1.732
"3844",15,0.244,0.8,1.595
"3845",15,0.244,0.9,1.493
"3846",15,0.244,0.92,1.476
"3847",15,0.244,0.94,1.46
"3848",15,0.244,0.96,1.445
"3849",15,0.244,0.98,1.431
"3850",15,0.244,1,1.417
"3851",15,0.244,1.01,1.411
"3852",15,0.244,1.02,1.404
"3853",15,0.244,1.03,1.398
"3854",15,0.244,1.04,1.392
"3855",15,0.244,1.05,1.386
"3856",15,0.244,1.06,1.381
"3857",15,0.244,1.07,1.375
"3858",15,0.244,1.08,1.37
"3859",15,0.244,1.09,1.365
"3860",15,0.244,1.1,1.36
"3861",15,0.244,1.12,1.35
"3862",15,0.244,1.14,1.342
"3863",15,0.244,1.16,1.333
"3864",15,0.244,1.18,1.325
"3865",15,0.244,1.2,1.318
"3866",15,0.244,1.3,1.29
"3867",15,0.244,1.4,1.271
"3868",15,0.244,1.5,1.261
"3869",15,0.244,1.6,1.256
"3870",15,0.244,1.7,1.255
"3871",15,0.244,1.8,1.257
"3881",15,0.278,0.98,1.771
"3882",15,0.278,1,1.752
"3883",15,0.278,1.01,1.742
"3884",15,0.278,1.02,1.733
"3885",15,0.278,1.03,1.725
"3886",15,0.278,1.04,1.716
"3887",15,0.278,1.05,1.708
"3888",15,0.278,1.06,1.7
"3889",15,0.278,1.07,1.692
"3890",15,0.278,1.08,1.684
"3891",15,0.278,1.09,1.676
"3892",15,0.278,1.1,1.669
"3893",15,0.278,1.12,1.655
"3894",15,0.278,1.14,1.641
"3895",15,0.278,1.16,1.629
"3896",15,0.278,1.18,1.617
"3897",15,0.278,1.2,1.605
"3898",15,0.278,1.3,1.555
"3899",15,0.278,1.4,1.516
"3900",15,0.278,1.5,1.485
"3932",15,0.316,1.5,1.518
"3933",15,0.316,1.6,1.489
"3934",15,0.316,1.7,1.466
"3935",15,0.316,1.8,1.446
"3936",15,0.316,1.9,1.43
"3940",20,0.244,0.8,2.06
"3941",20,0.244,0.9,1.916
"3942",20,0.244,0.92,1.892
"3943",20,0.244,0.94,1.868
"3944",20,0.244,0.96,1.846
"3945",20,0.244,0.98,1.825
"3946",20,0.244,1,1.805
"3947",20,0.244,1.01,1.795
"3948",20,0.244,1.02,1.785
"3949",20,0.244,1.03,1.776
"3950",20,0.244,1.04,1.767
"3951",20,0.244,1.05,1.758
"3952",20,0.244,1.06,1.749
"3953",20,0.244,1.07,1.741
"3954",20,0.244,1.08,1.733
"3955",20,0.244,1.09,1.724
"3956",20,0.244,1.1,1.717
"3957",20,0.244,1.12,1.701
"3958",20,0.244,1.14,1.687
"3959",20,0.244,1.16,1.673
"3960",20,0.244,1.18,1.66
"3961",20,0.244,1.2,1.647
"3962",20,0.244,1.3,1.593
"3963",20,0.244,1.4,1.551
"3964",20,0.244,1.5,1.52
"3965",20,0.244,1.6,1.497
"3966",20,0.244,1.7,1.48
"3967",20,0.244,1.8,1.467
"3989",20,0.278,1.12,2.098
"3990",20,0.278,1.14,2.078
"3991",20,0.278,1.16,2.058
"3992",20,0.278,1.18,2.04
"3993",20,0.278,1.2,2.022
"3994",20,0.278,1.3,1.942
"3995",20,0.278,1.4,1.876
"3996",20,0.278,1.5,1.821
"4030",20,0.316,1.7,1.771
"4031",20,0.316,1.8,1.732
"4032",20,0.316,1.9,1.699
"4050",25,0.244,1.08,2.082
"4051",25,0.244,1.09,2.071
"4052",25,0.244,1.1,2.06
"4053",25,0.244,1.12,2.039
"4054",25,0.244,1.14,2.019
"4055",25,0.244,1.16,2
"4056",25,0.244,1.18,1.982
"4057",25,0.244,1.2,1.964
"4058",25,0.244,1.3,1.886
"4059",25,0.244,1.4,1.823
"4060",25,0.244,1.5,1.772
"4061",25,0.244,1.6,1.732
"4062",25,0.244,1.7,1.7
"4063",25,0.244,1.8,1.675
"4126",25,0.316,1.7,2.067
"4127",25,0.316,1.8,2.012
"4128",25,0.316,1.9,1.964
"4129",0.01,0.244,2,1
"4130",0.01,0.244,2.5,1
"4131",0.01,0.244,3,1
"4132",0.01,0.244,4,1
"4133",0.01,0.244,5,1
"4134",0.01,0.244,6,1
"4135",0.01,0.244,8,1
"4136",0.01,0.244,10,1
"4137",0.1,0.244,2,0.997
"4138",0.1,0.244,2.5,1
"4139",0.1,0.244,3,1.001
"4140",0.1,0.244,4,1.001
"4141",0.1,0.244,5,1.001
"4142",0.1,0.244,6,1.001
"4143",0.1,0.244,8,1.001
"4144",0.1,0.244,10,1.001
"4145",0.2,0.244,2,0.994
"4146",0.2,0.244,2.5,0.999
"4147",0.2,0.244,3,1.001
"4148",0.2,0.244,4,1.003
"4149",0.2,0.244,5,1.003
"4150",0.2,0.244,6,1.003
"4151",0.2,0.244,8,1.002
"4152",0.2,0.244,10,1.002
"4153",0.3,0.244,2,0.992
"4154",0.3,0.244,2.5,0.999
"4155",0.3,0.244,3,1.002
"4156",0.3,0.244,4,1.004
"4157",0.3,0.244,5,1.004
"4158",0.3,0.244,6,1.004
"4159",0.3,0.244,8,1.004
"4160",0.3,0.244,10,1.003
"4161",0.4,0.244,2,0.99
"4162",0.4,0.244,2.5,0.999
"4163",0.4,0.244,3,1.003
"4164",0.4,0.244,4,1.005
"4165",0.4,0.244,5,1.006
"4166",0.4,0.244,6,1.005
"4167",0.4,0.244,8,1.005
"4168",0.4,0.244,10,1.004
"4169",0.5,0.244,2,0.988
"4170",0.5,0.244,2.5,0.999
"4171",0.5,0.244,3,1.004
"4172",0.5,0.244,4,1.007
"4173",0.5,0.244,5,1.007
"4174",0.5,0.244,6,1.007
"4175",0.5,0.244,8,1.006
"4176",0.5,0.244,10,1.005
"4177",0.6,0.244,2,0.986
"4178",0.6,0.244,2.5,0.999
"4179",0.6,0.244,3,1.005
"4180",0.6,0.244,4,1.008
"4181",0.6,0.244,5,1.009
"4182",0.6,0.244,6,1.008
"4183",0.6,0.244,8,1.007
"4184",0.6,0.244,10,1.006
"4185",0.7,0.244,2,0.983
"4186",0.7,0.244,2.5,0.999
"4187",0.7,0.244,3,1.006
"4188",0.7,0.244,4,1.009
"4189",0.7,0.244,5,1.01
"4190",0.7,0.244,6,1.01
"4191",0.7,0.244,8,1.008
"4192",0.7,0.244,10,1.007
"4193",0.8,0.244,2,0.981
"4194",0.8,0.244,2.5,0.999
"4195",0.8,0.244,3,1.006
"4196",0.8,0.244,4,1.011
"4197",0.8,0.244,5,1.012
"4198",0.8,0.244,6,1.011
"4199",0.8,0.244,8,1.01
"4200",0.8,0.244,10,1.008
"4201",0.9,0.244,2,0.979
"4202",0.9,0.244,2.5,0.999
"4203",0.9,0.244,3,1.007
"4204",0.9,0.244,4,1.012
"4205",0.9,0.244,5,1.013
"4206",0.9,0.244,6,1.013
"4207",0.9,0.244,8,1.011
"4208",0.9,0.244,10,1.01
"4209",1,0.244,2,0.978
"4210",1,0.244,2.5,1
"4211",1,0.244,3,1.008
"4212",1,0.244,4,1.013
"4213",1,0.244,5,1.014
"4214",1,0.244,6,1.014
"4215",1,0.244,8,1.012
"4216",1,0.244,10,1.011
"4217",1.05,0.244,2,0.977
"4218",1.05,0.244,2.5,1
"4219",1.05,0.244,3,1.009
"4220",1.05,0.244,4,1.014
"4221",1.05,0.244,5,1.015
"4222",1.05,0.244,6,1.014
"4223",1.05,0.244,8,1.013
"4224",1.05,0.244,10,1.011
"4225",1.1,0.244,2,0.976
"4226",1.1,0.244,2.5,1
"4227",1.1,0.244,3,1.009
"4228",1.1,0.244,4,1.015
"4229",1.1,0.244,5,1.016
"4230",1.1,0.244,6,1.015
"4231",1.1,0.244,8,1.013
"4232",1.1,0.244,10,1.011
"4233",1.15,0.244,2,0.975
"4234",1.15,0.244,2.5,1
"4235",1.15,0.244,3,1.01
"4236",1.15,0.244,4,1.016
"4237",1.15,0.244,5,1.017
"4238",1.15,0.244,6,1.016
"4239",1.15,0.244,8,1.014
"4240",1.15,0.244,10,1.012
"4241",1.2,0.244,2,0.974
"4242",1.2,0.244,2.5,1
"4243",1.2,0.244,3,1.01
"4244",1.2,0.244,4,1.017
"4245",1.2,0.244,5,1.018
"4246",1.2,0.244,6,1.017
"4247",1.2,0.244,8,1.015
"4248",1.2,0.244,10,1.013
"4249",1.25,0.244,2,0.973
"4250",1.25,0.244,2.5,1
"4251",1.25,0.244,3,1.01
"4252",1.25,0.244,4,1.017
"4253",1.25,0.244,5,1.018
"4254",1.25,0.244,6,1.018
"4255",1.25,0.244,8,1.015
"4256",1.25,0.244,10,1.013
"4257",1.3,0.244,2,0.972
"4258",1.3,0.244,2.5,1.001
"4259",1.3,0.244,3,1.012
"4260",1.3,0.244,4,1.018
"4261",1.3,0.244,5,1.019
"4262",1.3,0.244,6,1.018
"4263",1.3,0.244,8,1.016
"4264",1.3,0.244,10,1.014
"4265",1.35,0.244,2,0.972
"4266",1.35,0.244,2.5,1.001
"4267",1.35,0.244,3,1.012
"4268",1.35,0.244,4,1.019
"4269",1.35,0.244,5,1.02
"4270",1.35,0.244,6,1.019
"4271",1.35,0.244,8,1.017
"4272",1.35,0.244,10,1.014
"4273",1.4,0.244,2,0.971
"4274",1.4,0.244,2.5,1.001
"4275",1.4,0.244,3,1.013
"4276",1.4,0.244,4,1.02
"4277",1.4,0.244,5,1.021
"4278",1.4,0.244,6,1.02
"4279",1.4,0.244,8,1.017
"4280",1.4,0.244,10,1.015
"4281",1.45,0.244,2,0.97
"4282",1.45,0.244,2.5,1.001
"4283",1.45,0.244,3,1.013
"4284",1.45,0.244,4,1.021
"4285",1.45,0.244,5,1.021
"4286",1.45,0.244,6,1.02
"4287",1.45,0.244,8,1.018
"4288",1.45,0.244,10,1.015
"4289",1.5,0.244,2,0.97
"4290",1.5,0.244,2.5,1.001
"4291",1.5,0.244,3,1.014
"4292",1.5,0.244,4,1.021
"4293",1.5,0.244,5,1.022
"4294",1.5,0.244,6,1.021
"4295",1.5,0.244,8,1.018
"4296",1.5,0.244,10,1.016
"4297",1.6,0.244,2,0.968
"4298",1.6,0.244,2.5,1.002
"4299",1.6,0.244,3,1.015
"4300",1.6,0.244,4,1.023
"4301",1.6,0.244,5,1.024
"4302",1.6,0.244,6,1.023
"4303",1.6,0.244,8,1.02
"4304",1.6,0.244,10,1.017
"4305",1.7,0.244,2,0.967
"4306",1.7,0.244,2.5,1.003
"4307",1.7,0.244,3,1.017
"4308",1.7,0.244,4,1.024
"4309",1.7,0.244,5,1.025
"4310",1.7,0.244,6,1.024
"4311",1.7,0.244,8,1.021
"4312",1.7,0.244,10,1.018
"4313",1.8,0.244,2,0.966
"4314",1.8,0.244,2.5,1.003
"4315",1.8,0.244,3,1.018
"4316",1.8,0.244,4,1.026
"4317",1.8,0.244,5,1.027
"4318",1.8,0.244,6,1.026
"4319",1.8,0.244,8,1.022
"4320",1.8,0.244,10,1.019
"4321",1.9,0.244,2,0.965
"4322",1.9,0.244,2.5,1.004
"4323",1.9,0.244,3,1.019
"4324",1.9,0.244,4,1.028
"4325",1.9,0.244,5,1.028
"4326",1.9,0.244,6,1.027
"4327",1.9,0.244,8,1.024
"4328",1.9,0.244,10,1.02
"4329",2,0.244,2,0.964
"4330",2,0.244,2.5,1.005
"4331",2,0.244,3,1.02
"4332",2,0.244,4,1.029
"4333",2,0.244,5,1.03
"4334",2,0.244,6,1.029
"4335",2,0.244,8,1.025
"4336",2,0.244,10,1.022
"4337",2.2,0.244,2,0.963
"4338",2.2,0.244,2.5,1.006
"4339",2.2,0.244,3,1.023
"4340",2.2,0.244,4,1.032
"4341",2.2,0.244,5,1.033
"4342",2.2,0.244,6,1.032
"4343",2.2,0.244,8,1.027
"4344",2.2,0.244,10,1.024
"4345",2.4,0.244,2,0.962
"4346",2.4,0.244,2.5,1.008
"4347",2.4,0.244,3,1.026
"4348",2.4,0.244,4,1.036
"4349",2.4,0.244,5,1.036
"4350",2.4,0.244,6,1.035
"4351",2.4,0.244,8,1.03
"4352",2.4,0.244,10,1.026
"4353",2.6,0.244,2,0.961
"4354",2.6,0.244,2.5,1.01
"4355",2.6,0.244,3,1.029
"4356",2.6,0.244,4,1.039
"4357",2.6,0.244,5,1.04
"4358",2.6,0.244,6,1.038
"4359",2.6,0.244,8,1.033
"4360",2.6,0.244,10,1.028
"4361",2.8,0.244,2,0.961
"4362",2.8,0.244,2.5,1.012
"4363",2.8,0.244,3,1.032
"4364",2.8,0.244,4,1.043
"4365",2.8,0.244,5,1.043
"4366",2.8,0.244,6,1.041
"4367",2.8,0.244,8,1.035
"4368",2.8,0.244,10,1.03
"4369",3,0.244,2,0.961
"4370",3,0.244,2.5,1.014
"4371",3,0.244,3,1.035
"4372",3,0.244,4,1.046
"4373",3,0.244,5,1.046
"4374",3,0.244,6,1.044
"4375",3,0.244,8,1.038
"4376",3,0.244,10,1.033
"4377",3.5,0.244,2,0.964
"4378",3.5,0.244,2.5,1.021
"4379",3.5,0.244,3,1.043
"4380",3.5,0.244,4,1.055
"4381",3.5,0.244,5,1.054
"4382",3.5,0.244,6,1.051
"4383",3.5,0.244,8,1.044
"4384",3.5,0.244,10,1.038
"4385",4,0.244,2,0.969
"4386",4,0.244,2.5,1.028
"4387",4,0.244,3,1.051
"4388",4,0.244,4,1.063
"4389",4,0.244,5,1.063
"4390",4,0.244,6,1.059
"4391",4,0.244,8,1.051
"4392",4,0.244,10,1.044
"4393",4.5,0.244,2,0.976
"4394",4.5,0.244,2.5,1.037
"4395",4.5,0.244,3,1.061
"4396",4.5,0.244,4,1.072
"4397",4.5,0.244,5,1.071
"4398",4.5,0.244,6,1.067
"4399",4.5,0.244,8,1.057
"4400",4.5,0.244,10,1.049
"4401",5,0.244,2,0.987
"4402",5,0.244,2.5,1.047
"4403",5,0.244,3,1.071
"4404",5,0.244,4,1.082
"4405",5,0.244,5,1.079
"4406",5,0.244,6,1.074
"4407",5,0.244,8,1.063
"4408",5,0.244,10,1.055
"4409",6,0.244,2,1.013
"4410",6,0.244,2.5,1.068
"4411",6,0.244,3,1.092
"4412",6,0.244,4,1.1
"4413",6,0.244,5,1.096
"4414",6,0.244,6,1.089
"4415",6,0.244,8,1.076
"4416",6,0.244,10,1.066
"4417",7,0.244,2,1.047
"4418",7,0.244,2.5,1.096
"4419",7,0.244,3,1.115
"4420",7,0.244,4,1.122
"4421",7,0.244,5,1.113
"4422",7,0.244,6,1.105
"4423",7,0.244,8,1.089
"4424",7,0.244,10,1.077
"4425",8,0.244,2,1.085
"4426",8,0.244,2.5,1.125
"4427",8,0.244,3,1.14
"4428",8,0.244,4,1.141
"4429",8,0.244,5,1.131
"4430",8,0.244,6,1.12
"4431",8,0.244,8,1.102
"4432",8,0.244,10,1.087
"4433",9,0.244,2,1.127
"4434",9,0.244,2.5,1.156
"4435",9,0.244,3,1.166
"4436",9,0.244,4,1.161
"4437",9,0.244,5,1.148
"4438",9,0.244,6,1.135
"4439",9,0.244,8,1.114
"4440",9,0.244,10,1.098
"4441",10,0.244,2,1.172
"4442",10,0.244,2.5,1.189
"4443",10,0.244,3,1.193
"4444",10,0.244,4,1.182
"4445",10,0.244,5,1.166
"4446",10,0.244,6,1.151
"4447",10,0.244,8,1.127
"4448",10,0.244,10,1.109
"4449",15,0.244,2,1.417
"4450",15,0.244,2.5,1.371
"4451",15,0.244,3,1.342
"4452",15,0.244,4,1.296
"4453",15,0.244,5,1.259
"4454",15,0.244,6,1.23
"4455",15,0.244,8,1.189
"4456",15,0.244,10,1.16
"4457",20,0.244,2,1.671
"4458",20,0.244,2.5,1.567
"4459",20,0.244,3,1.501
"4460",20,0.244,4,1.416
"4461",20,0.244,5,1.357
"4462",20,0.244,6,1.313
"4463",20,0.244,8,1.251
"4464",20,0.244,10,1.212
"4465",25,0.244,2,1.922
"4466",25,0.244,2.5,1.764
"4467",25,0.244,3,1.662
"4468",25,0.244,4,1.537
"4469",25,0.244,5,1.456
"4470",25,0.244,6,1.397
"4471",25,0.244,8,1.315
"4472",25,0.244,10,1.263
"4473",0.01,0.278,2,1
"4474",0.01,0.278,2.5,1
"4475",0.01,0.278,3,1
"4476",0.01,0.278,4,1
"4477",0.01,0.278,5,1
"4478",0.01,0.278,6,1
"4479",0.01,0.278,8,1
"4480",0.01,0.278,10,1
"4481",0.1,0.278,2,0.997
"4482",0.1,0.278,2.5,1
"4483",0.1,0.278,3,1.001
"4484",0.1,0.278,4,1.001
"4485",0.1,0.278,5,1.001
"4486",0.1,0.278,6,1.001
"4487",0.1,0.278,8,1.001
"4488",0.1,0.278,10,1.001
"4489",0.2,0.278,2,0.994
"4490",0.2,0.278,2.5,0.999
"4491",0.2,0.278,3,1.001
"4492",0.2,0.278,4,1.003
"4493",0.2,0.278,5,1.003
"4494",0.2,0.278,6,1.003
"4495",0.2,0.278,8,1.002
"4496",0.2,0.278,10,1.002
"4497",0.3,0.278,2,0.992
"4498",0.3,0.278,2.5,0.999
"4499",0.3,0.278,3,1.002
"4500",0.3,0.278,4,1.004
"4501",0.3,0.278,5,1.004
"4502",0.3,0.278,6,1.004
"4503",0.3,0.278,8,1.004
"4504",0.3,0.278,10,1.003
"4505",0.4,0.278,2,0.99
"4506",0.4,0.278,2.5,0.999
"4507",0.4,0.278,3,1.003
"4508",0.4,0.278,4,1.005
"4509",0.4,0.278,5,1.006
"4510",0.4,0.278,6,1.005
"4511",0.4,0.278,8,1.005
"4512",0.4,0.278,10,1.004
"4513",0.5,0.278,2,0.988
"4514",0.5,0.278,2.5,0.999
"4515",0.5,0.278,3,1.004
"4516",0.5,0.278,4,1.007
"4517",0.5,0.278,5,1.007
"4518",0.5,0.278,6,1.007
"4519",0.5,0.278,8,1.006
"4520",0.5,0.278,10,1.005
"4521",0.6,0.278,2,0.986
"4522",0.6,0.278,2.5,0.999
"4523",0.6,0.278,3,1.005
"4524",0.6,0.278,4,1.008
"4525",0.6,0.278,5,1.009
"4526",0.6,0.278,6,1.008
"4527",0.6,0.278,8,1.007
"4528",0.6,0.278,10,1.006
"4529",0.7,0.278,2,0.983
"4530",0.7,0.278,2.5,0.999
"4531",0.7,0.278,3,1.006
"4532",0.7,0.278,4,1.009
"4533",0.7,0.278,5,1.01
"4534",0.7,0.278,6,1.01
"4535",0.7,0.278,8,1.008
"4536",0.7,0.278,10,1.007
"4537",0.8,0.278,2,0.981
"4538",0.8,0.278,2.5,0.999
"4539",0.8,0.278,3,1.006
"4540",0.8,0.278,4,1.011
"4541",0.8,0.278,5,1.012
"4542",0.8,0.278,6,1.011
"4543",0.8,0.278,8,1.01
"4544",0.8,0.278,10,1.008
"4545",0.9,0.278,2,0.979
"4546",0.9,0.278,2.5,0.999
"4547",0.9,0.278,3,1.007
"4548",0.9,0.278,4,1.012
"4549",0.9,0.278,5,1.013
"4550",0.9,0.278,6,1.013
"4551",0.9,0.278,8,1.011
"4552",0.9,0.278,10,1.01
"4553",1,0.278,2,0.978
"4554",1,0.278,2.5,1
"4555",1,0.278,3,1.008
"4556",1,0.278,4,1.013
"4557",1,0.278,5,1.014
"4558",1,0.278,6,1.014
"4559",1,0.278,8,1.012
"4560",1,0.278,10,1.011
"4561",1.05,0.278,2,0.977
"4562",1.05,0.278,2.5,1
"4563",1.05,0.278,3,1.009
"4564",1.05,0.278,4,1.014
"4565",1.05,0.278,5,1.015
"4566",1.05,0.278,6,1.014
"4567",1.05,0.278,8,1.013
"4568",1.05,0.278,10,1.011
"4569",1.1,0.278,2,0.976
"4570",1.1,0.278,2.5,1
"4571",1.1,0.278,3,1.009
"4572",1.1,0.278,4,1.015
"4573",1.1,0.278,5,1.016
"4574",1.1,0.278,6,1.015
"4575",1.1,0.278,8,1.013
"4576",1.1,0.278,10,1.011
"4577",1.15,0.278,2,0.975
"4578",1.15,0.278,2.5,1
"4579",1.15,0.278,3,1.01
"4580",1.15,0.278,4,1.016
"4581",1.15,0.278,5,1.017
"4582",1.15,0.278,6,1.016
"4583",1.15,0.278,8,1.014
"4584",1.15,0.278,10,1.012
"4585",1.2,0.278,2,0.974
"4586",1.2,0.278,2.5,1
"4587",1.2,0.278,3,1.01
"4588",1.2,0.278,4,1.017
"4589",1.2,0.278,5,1.018
"4590",1.2,0.278,6,1.017
"4591",1.2,0.278,8,1.015
"4592",1.2,0.278,10,1.013
"4593",1.25,0.278,2,0.973
"4594",1.25,0.278,2.5,1
"4595",1.25,0.278,3,1.01
"4596",1.25,0.278,4,1.017
"4597",1.25,0.278,5,1.018
"4598",1.25,0.278,6,1.018
"4599",1.25,0.278,8,1.015
"4600",1.25,0.278,10,1.013
"4601",1.3,0.278,2,0.972
"4602",1.3,0.278,2.5,1.001
"4603",1.3,0.278,3,1.012
"4604",1.3,0.278,4,1.018
"4605",1.3,0.278,5,1.019
"4606",1.3,0.278,6,1.018
"4607",1.3,0.278,8,1.016
"4608",1.3,0.278,10,1.014
"4609",1.35,0.278,2,0.972
"4610",1.35,0.278,2.5,1.001
"4611",1.35,0.278,3,1.012
"4612",1.35,0.278,4,1.019
"4613",1.35,0.278,5,1.02
"4614",1.35,0.278,6,1.019
"4615",1.35,0.278,8,1.017
"4616",1.35,0.278,10,1.014
"4617",1.4,0.278,2,0.971
"4618",1.4,0.278,2.5,1.001
"4619",1.4,0.278,3,1.013
"4620",1.4,0.278,4,1.02
"4621",1.4,0.278,5,1.021
"4622",1.4,0.278,6,1.02
"4623",1.4,0.278,8,1.017
"4624",1.4,0.278,10,1.015
"4625",1.45,0.278,2,0.97
"4626",1.45,0.278,2.5,1.001
"4627",1.45,0.278,3,1.013
"4628",1.45,0.278,4,1.021
"4629",1.45,0.278,5,1.021
"4630",1.45,0.278,6,1.02
"4631",1.45,0.278,8,1.018
"4632",1.45,0.278,10,1.015
"4633",1.5,0.278,2,0.97
"4634",1.5,0.278,2.5,1.001
"4635",1.5,0.278,3,1.014
"4636",1.5,0.278,4,1.021
"4637",1.5,0.278,5,1.022
"4638",1.5,0.278,6,1.021
"4639",1.5,0.278,8,1.018
"4640",1.5,0.278,10,1.016
"4641",1.6,0.278,2,0.968
"4642",1.6,0.278,2.5,1.002
"4643",1.6,0.278,3,1.015
"4644",1.6,0.278,4,1.023
"4645",1.6,0.278,5,1.024
"4646",1.6,0.278,6,1.023
"4647",1.6,0.278,8,1.02
"4648",1.6,0.278,10,1.017
"4649",1.7,0.278,2,0.967
"4650",1.7,0.278,2.5,1.003
"4651",1.7,0.278,3,1.017
"4652",1.7,0.278,4,1.024
"4653",1.7,0.278,5,1.025
"4654",1.7,0.278,6,1.024
"4655",1.7,0.278,8,1.021
"4656",1.7,0.278,10,1.018
"4657",1.8,0.278,2,0.966
"4658",1.8,0.278,2.5,1.003
"4659",1.8,0.278,3,1.018
"4660",1.8,0.278,4,1.026
"4661",1.8,0.278,5,1.027
"4662",1.8,0.278,6,1.026
"4663",1.8,0.278,8,1.022
"4664",1.8,0.278,10,1.019
"4665",1.9,0.278,2,0.965
"4666",1.9,0.278,2.5,1.004
"4667",1.9,0.278,3,1.019
"4668",1.9,0.278,4,1.028
"4669",1.9,0.278,5,1.028
"4670",1.9,0.278,6,1.027
"4671",1.9,0.278,8,1.024
"4672",1.9,0.278,10,1.02
"4673",2,0.278,2,0.964
"4674",2,0.278,2.5,1.005
"4675",2,0.278,3,1.02
"4676",2,0.278,4,1.029
"4677",2,0.278,5,1.03
"4678",2,0.278,6,1.029
"4679",2,0.278,8,1.025
"4680",2,0.278,10,1.022
"4681",2.2,0.278,2,0.963
"4682",2.2,0.278,2.5,1.006
"4683",2.2,0.278,3,1.023
